store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude
1089	Paoay	Centro Marcelino San Pedro Paoay Ilocos Norte	0923	REGION I (Ilocos Region)	ILOCOS NORTE	PAOAY	18.0624	120.52
1108	Roosevelt	Roosevelt st san del monte quezon cit	2637372	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6465	121.017
1207	Angeles 4	Mcarthur HighwayBrgy Pulong Bulo Angeles City	0925	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.132	120.598
1097	CPI Aurora Blvd	Aurora Blvd J P Rizal St Brgy Marilag Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6292	121.07
1106	Tayabas 2	Brgy Angeles Lucena Tayabas Road Tayabas City		REGION IV-A (CALABARZON)	QUEZON	CITY OF TAYABAS	14.0226	121.595
1109	Cabugao	Brgy Bonifacio Cabugao Ilocos Norte	0943	REGION I (Ilocos Region)	ILOCOS SUR	CABUGAO	17.7903	120.458
1110	Tropicana Garden	Sumulong Highway Marikina City	0932	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6346	121.104
1113	CPI Ireneville	Sucat Road cor Do?a Irenea St. Para?aque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4563	121.036
1116	Bi?an 5	Southville Commercial Brgy Sto. Tomas Bi?an City		REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.3109	121.064
1126	The Persimmon Plus	Persimmon MJ cuenco Mabolo Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3127	123.912
1130	Binangonan 3	Brgy Calumpang Binangonan Rizal	0932	REGION IV-A (CALABARZON)	RIZAL	BINANGONAN	14.4833	121.187
1132	Luxur Place	Magsaysay Ave Bacolod City Negros Occidental		REGION VII (Central Visayas)			10.6526	122.943
1139	Villa Cristina	Villa Cristina Subd Pamplona Tres Las Pi?as City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4512	120.98
1141	New Cabalan	Dinalupihan Olongapo Road Olongapo	2221425	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8495	120.326
1142	Tambo	Brgy Tambo Para?aque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5166	120.996
1149	Canossa Lipa	Brgy Tambo Lipa City		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9417	121.15
1150	Baras	JP Rizal St Poblacion Baras Rizal	0923	REGION IV-A (CALABARZON)	RIZAL	BARAS	14.5229	121.266
1153	Transcom City	Brgy Alijis Bacolod City		REGION VII (Central Visayas)			10.6407	122.932
1218	Tabunok	Rafael Rabaya cor Tabunok Talisay City		REGION VII (Central Visayas)	CEBU	TALISAY CITY	10.2634	123.84
1154	San Nicolas	Maharlika Highway Brgy San Nicolas Ilocos Norte	0922	REGION I (Ilocos Region)	ILOCOS NORTE	SAN NICOLAS	18.1724	120.594
1155	Daet 3	Gov Panotes Ave Daet Camarines Norte		REGION V (Bicol Region)	CAMARINES NORTE	DAET (Capital)	14.1153	122.958
1159	Baler	Baler St west ave Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6482	121.028
1161	La Trinidad 2	Halsema Highway Poblacion La Trinidad Benguet	0925	CAR - Cordillera Administrative Region	BENGUET	LA TRINIDAD (Capital)	16.4616	120.588
1164	Bogo Poblacion	Ferman St Brgy Carbon Bogo City Cebu		REGION VII (Central Visayas)	CEBU	BOGO	11.0512	124.005
1121	Mauban	Municipality of Mauban Province of Quezon		REGION IV-A (CALABARZON)	QUEZON	MAUBAN	14.1785	121.711
1182	Uno-R	Lizares St Bacolod City Negros Occidental		REGION VII (Central Visayas)			10.6587	122.948
1210	L'Fisher	Lourdes Center Building 2 Lacson St Bacolod City		REGION VII (Central Visayas)			10.6794	122.954
1247	EPSON Lima Tech Malvar	Epson Lima Technology Park Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	14.012	121.17
1128	ETON Cyberpod 3	Edsa cor Quezon Ave Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6416	121.04
1165	CTU	Cianna Residences P Burgos St Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.297	123.904
1170	Batac 2	Brgy Caunayan Batac City Ilocos Norte	0923	REGION I (Ilocos Region)	ILOCOS NORTE	CITY OF BATAC	18.0574	120.558
1173	Labangon	Ylanans Property Labangon Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2995	123.879
1175	Daraga	Rizal St Brgy Sagpon Daraga Albay		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.1483	123.719
1246	Shell Dolores	McArthur Highway Dolores San Fernando Pampanga		REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0348	120.686
1249	Pandan	Pandan Tabun Angeles City Pampanga	4580373	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1504	120.613
1228	Baretto 2	National Highway Brgy Baretto Olongapo City	0923	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8506	120.264
979	Phoenix Bacoor	Hawaii St Brgy Salinas Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4373	120.949
985	Capitol Medical Center	Scout Magbanua Timog Quezon City	4049342	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6344	121.023
997	BF Almanza	Aragon Bldg Cardinal St BF Almanza Las Pi?as City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4304	121.015
1086	Solemare	Solemare Parksuites Brado Ave Para?aque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.5302	120.988
1100	PTT Osme?a	South Superhighway Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5459	121.014
1101	OK Plaza	Victory Liner compound Monumento Caloocan	0921	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6563	120.982
1118	CPI J. Vargas	Meralco Avenue cor J Vargas Ortigas Pasig	4752497	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5845	121.063
1119	CPI Hillcrest	Shaw Blvd cor Hillcrest Drive Pasig City	0943	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5707	121.066
1122	Montillano 2	Montillano St Alabang		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.419	121.046
1156	RP Gulod	Marianito St Brgy Gulod Novaliches Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.7084	121.039
1162	LP College	Pilar Road Almanza Uno Las Pi?as City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4262	121.013
1166	Delos Santos Hospital	Rodriguez Boulevard Brgy Kalusugan Quezon City	0943	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6198	121.018
1171	V. Mapa	Buenviaje St cor V Mapa Sta Mesa Manila City		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6023	121.016
1172	Danao Poblacion	F Ralota St Poblacion Danao City		REGION VII (Central Visayas)	CEBU	DANAO CITY	10.5192	124.027
1176	Bustos (Sta. Cruz)	Bustos St Sta Cruz Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SANTA CRUZ	14.5998	120.981
1177	Pureza 3	Pureza cor Magsaysay Boulevard Sta Mesa Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6014	121.004
1181	Clark Star	Clark Star Hotel Balibago Angeles City	4581181	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1698	120.588
1186	Bagbag	Quirino Highway Brgy Bagbag Novaliches Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6965	121.032
1188	San Jose 2	Maharlika Highway San Jose City Nueva Ecija			NUEVA ECIJA	SAN JOSE CITY	15.8028	120.998
1189	PTT San Jose	Maharlika Highway San Jose City Nueva Ecija	0998		NUEVA ECIJA	SAN JOSE CITY	15.7893	120.984
1194	Rosario, La Union	McArthur Highway Brgy Camp one Rosario La Union	0932	REGION I (Ilocos Region)	LA UNION	ROSARIO	16.221	120.504
1195	Agoncillo	Poblacion Agoncillo Batangas		REGION IV-A (CALABARZON)	BATANGAS	AGONCILLO	13.9347	121.15
1198	S.H Loyola	Lacson AveLoyola St Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6087	120.994
1200	Sandoval Ave.	A Sandoval Ave Pasig City	0932	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5566	121.097
1204	Cebu Salinas Drive	Salinas Drive Lahug Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3287	123.903
1209	Guadalupe Cebu	V Rama Avenue Guadalupe Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3172	123.885
1212	Bonuan	Bonuan Gueset Dagupan City Pangasinan	0925	REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.0754	120.343
1220	Unisan Quezon	Carillo St Brgy Poblacion Quezon Ave Unisan Quezon		REGION IV-A (CALABARZON)	QUEZON	UNISAN	13.8387	121.976
1148	San Pascual 2	Poblacion Public Market San Pascual Batangas City		REGION IV-A (CALABARZON)	BATANGAS	SAN PASCUAL	13.7873	121.022
1221	Sta. Maria Laguna	Real Velasquez St cor burgos St Sta Maria Laguna		REGION IV-A (CALABARZON)	LAGUNA	SANTA MARIA	14.4702	121.424
1254	Polangui	National Road Brgy Ubaliw Polangui Albay		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.2913	123.49
1123	Greenfield IT	Greenfield District IT Building	0922	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5788	121.053
1158	Camarin 2	Zapote St  Camarin Caloocan City	0998	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7567	121.053
1179	Urdaneta 4	103 Alexander St Urdeneta City Pangasinan	0922	REGION I (Ilocos Region)	PANGASINAN	CITY OF URDANETA	15.9758	120.565
1190	San Jacinto	Manaoag Road  San Jacinto Pangasinan	0922	REGION I (Ilocos Region)	PANGASINAN	SAN JACINTO	16.0726	120.438
1191	Minglanilla Poblacion	Ward II Poblacion Minglanilla Cebu City		REGION VII (Central Visayas)	CEBU	MINGLANILLA	10.2452	123.795
1229	Bacoor 4	Magdiwang Highway Green Valley Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4052	120.991
1242	Angono 4	P Tolentino San Isidro Angono Rizal	0933	REGION IV-A (CALABARZON)	RIZAL	ANGONO	14.5257	121.153
1253	Aliaga NE	Poblacion Road Aliaga Nueva Ecija			NUEVA ECIJA	ALIAGA	15.5	120.847
1256	Caltex Bacao	Centennial Highway Brgy Bacao Gen Trias Cavite		REGION IV-A (CALABARZON)	CAVITE	GENERAL TRIAS	14.4089	120.879
1259	Meralco Village	Brgy Lias Marilao Bulacan	0923	REGION III (Central Luzon)	BULACAN	MARILAO	14.7603	120.962
1261	Sipocot	San Juan Ave North Centro Sipocot Camarines Sur		REGION V (Bicol Region)	CAMARINES SUR	SIPOCOT	13.7659	122.977
1211	Balaoan	National Highway Balaoan Poblacion La Union	0925	REGION I (Ilocos Region)	LA UNION	BALAOAN	16.8223	120.403
1185	Uptown Center	Madison St Uptown Bldg Mandaluyong City	5422598	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5717	121.05
1233	South of Market	south of market condominium global City taguig		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5473	121.052
1236	Pagbilao Poblacion	Brgy Poblacion Pagbilao Quezon Province		REGION IV-A (CALABARZON)	QUEZON	PAGBILAO	13.9718	121.687
1251	Alabang NB Exit	East Service Road Alabang Muntinlupa City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MUNTINLUPA	14.4203	121.046
1255	Ocampo	Municipality of Ocampo Province of Camarines Sur		REGION V (Bicol Region)	CAMARINES SUR	OCAMPO	13.5593	123.376
1276	Guinobatan	Rizal St Brgy Poblacion Guinobatan Albay			ALBAY	GUINOBATAN	13.1913	123.6
1293	Rosario 3	Marceilla Street Ligtong lll Rosario Cavite		REGION IV-A (CALABARZON)	CAVITE	ROSARIO	14.4251	120.873
1305	Malunay Quezon	San Carlos St Brgy 3 Poblacion Malunay Quezon		REGION IV-A (CALABARZON)	QUEZON	MULANAY	13.4974	122.439
1112	Maceda	Maceda Street near corner Espa?a Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6146	120.998
1180	Bagong Silang	Langit Road Bagong Silang Caloocan City	0998	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7767	121.047
1206	WCC	William Shaw St Coloocan City	0922	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6562	120.991
1226	Talisay	Brgy Poblacion Talisay Batangas		REGION IV-A (CALABARZON)	BATANGAS	TALISAY	14.0925	121.017
1237	Manggahan	Amang Rodriguez Ave., Manggahan Pasig City	2391140	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.6064	121.092
1241	Caltex San Pablo	Rizal Avenue San Pablo City Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.072	121.321
1248	P. Naval	P Naval Street Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6071	120.989
1250	Sta. Ignacia	Romulo Highway Poblacion Sta Ignacia Tarlac	0932	REGION III (Central Luzon)	TARLAC	SANTA IGNACIA	15.6168	120.435
1252	Sto. Domingo N.E	Quezon Sto Domingo Road Sto Domingo Nueva Ecija		REGION III (Central Luzon)	NUEVA ECIJA	QUEZON	15.5929	120.874
1262	CPI C5 Ugong	Barrio Ugong Pasig City	0932	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5712	121.071
1275	Legazpi 5	Imperial Street Brgy Bitano Legazpi City		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.1461	123.744
1299	Caltex Lipa Balintawak	Brgy Balintawak Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9478	121.157
1312	Dolores	Brgy Dolores San Fernando Pampanga		REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0441	120.674
1205	Liloan Poblacion	Poblacion Liloan Cebu City			CEBU	LILO-AN	10.245	123.796
1215	Bacolod Doctors	GF McMetroplex Aquino Drive Bacolod City		REGION VII (Central Visayas)			10.6785	122.96
1217	i1 Building	i1 Building GF Asiatown IT Park Apas Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3287	123.907
1264	Square One	singson village Tipolo Mandaue City Cebu		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	14.7025	121.063
1267	Carcar City	Banili St Carcar City Rotunda Cebu		REGION VII (Central Visayas)	CEBU	CARCAR	10.1033	123.64
1203	Lapu-Lapu Arcade	Arcade quezon National Highway Lapu-Lapu		REGION VII (Central Visayas)	CEBU	LAPU-LAPU CITY	10.3205	123.967
1291	Macalelon	Brgy Poblacion Macalelon Quezon		REGION IV-A (CALABARZON)	QUEZON	MACALELON	13.7469	122.137
1367	Assumption Ilo-Ilo	Quezon St Brgy Sampaguita Ilo Ilo City		REGION VII (Central Visayas)			10.7012	122.566
1223	Forbeswood Parklane	Parklane Strip Rizal drive FBGC taguig		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5507	121.045
1216	La Salle Bacolod	bacolod Negros Occidental University of La Salle		REGION VII (Central Visayas)			10.68	122.961
1266	Poblacion Moalboal	Poblacion east Moalboal Cebu		REGION VII (Central Visayas)	CEBU	MOALBOAL	9.9395	123.394
1290	Natividad Lopez	Natividad Lopez st Ermita Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5906	120.984
1174	Danao Mitsumi	Central Nautica Highway Sabang Danao City Cebu			CEBU	DANAO CITY	10.4929	124.029
1184	Atherton	cor Atherton North Fairview Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.7088	121.063
1196	Sta. Rosa 6	Olympia Subd Brgy Labas Sta Rosa City Laguna			LAGUNA	CITY OF SANTA ROSA	14.3063	121.11
1214	Bago City	Gen Luna St Poblacion Bago City Negros Occidental					10.5378	122.836
1231	Camarin 3	San Isidro Kiko Camarin North Caloocan City	0998	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7565	121.061
1235	11th Ave.	cor 11th Ave Grace Park Caloocan City	7756930	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6531	120.985
1238	MPT Suites	Kalayaan Ave cor P Burgos St Bel air Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.564	121.03
1239	Quiapo 2	374 Quezon Ave Quiapo Metro Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	QUIAPO	14.5976	120.984
1244	Katipunan 2	Katipunan  Ave cor Esteban Abada Quezon City	9944815	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6321	121.074
1296	Bi?an 6	Brgy San Francisco Bi?an Laguna			LAGUNA	BI?AN	14.3362	121.065
1303	N. Garcia 2	cor Milagros St Brgy Valenzuela Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5678	121.024
1307	Naic 3	Bo of Terminal Naic Cavite			CAVITE	NAIC	14.3222	120.77
1311	RCBC The Fort	cor 5th Ave Bonifacio South Bonifacio Global City		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5486	121.047
1320	CPI Tayuman	1868 A H Lacson cor P Guevarra Sta Cruz Manila		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	14.6167	120.986
1327	Silang 2	Bo Of San Miguel 1 Silang Cavite		REGION IV-A (CALABARZON)	CAVITE	SILANG	14.224	120.969
1330	Legazpi 3	Magallanes St Brgy San Rafael Legazpi Albay		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.149	123.753
992	RL Mall	Quirino Highway Brgy Guolod Novaliches	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.7214	121.04
1270	Mandaue City Hall	The ellian Tower A Mabini St Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3276	123.943
1376	La Fiesta Hotel	l MH Del Pilar Ilo ilo R1 Ilo Ilo City		REGION VII (Central Visayas)			10.6993	122.552
1136	Rizal, N.E	Poblacion Sur, Rizal Nueva Ecija			NUEVA ECIJA	RIZAL	15.7073	121.102
1151	Adriatico Garden	Adriatico St. Malate, Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5644	120.99
1227	Harmony Hills	Harmony Hills Subd, Muzon SJDM Bulacan	7970328		ILOCOS SUR	SANTA MARIA	14.7844	121.03
1232	Wynn Plaza	1674 leon guinto,Malate,Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5757	120.991
1243	Golden Acres	Talon 1 Las pi?as city		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.4187	120.998
1260	Sta. Ana-Market Plaza	2235 M. Roxas cor Suter sts, Sta Ana Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SANTA ANA	14.5806	121.012
1314	Sta. Maria Highway	Brgy Danuman West sta maria Ilocos Sur	0925		ILOCOS SUR	SANTA MARIA	17.3674	120.482
1328	Ternate	cor.Sto Ni?o,Brgy Poblacion 2, Ternate Cavite			CAVITE	TERNATE	14.2867	120.716
1329	Alfonso 2	Mangas St. Brgy, Luksuhin Alfonso, Cavite			CAVITE	ALFONSO	14.0954	120.881
1336	FEU-Paredes	Don Lorenzo Bldg.889 P.Paredes St Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6049	120.988
1332	Navotas 2	E.Naval St brgy San Jose Navotas City	0998	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF NAVOTAS	14.663	120.945
1362	Pozorrubio	Brgy Poblacion Pozorrubio, Pangasinan	0932	REGION I (Ilocos Region)	PANGASINAN	POZZORUBIO	16.1117	120.544
1163	Francisco homes		0932		BULACAN	CITY OF SAN JOSE DEL MONTE	14.811	121.061
1258	Farmers plaza 2		0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6206	121.052
1288	Jetti dahlia		0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6994	121.06
1338	Prince Plaza 2			NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5542	121.023
1268	Sta. Lucia Residenze	Imelda Ave cor Marcos Highway cainta Rizal	093200	REGION IV-A (CALABARZON)	RIZAL	CAINTA	14.6172	121.099
1278	ETON Greenbelt Parkview	Legaspi Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5534	121.017
1280	Caltex Regalado	Commonwealth Ave,cor Regalado fairview Quezon city	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.7067	121.07
1287	Candelaria Poblacion	JP Rizal st, cor Valle st Candelaria Quezon			ZAMBALES	CANDELARIA	13.9286	121.423
1297	Dita 2	Brgy Dita, Sta. Rosa Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2813	121.112
1300	San Pedro 6	26 Brgy Riverside San pedro Laguna			LAGUNA	SAN PEDRO	14.246	121.129
1301	Orion Bataan	Orion Bataan	0923		BATAAN	ORION	14.6211	120.572
1302	Corporate Center	Salcedo village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5581	121.022
1309	LHK Square	288 N. domingo San juan City	0943	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.3638	121.016
1315	Escriva	Amber square escriva Drive ortigas Pasig city	0943	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5782	121.06
1317	Admiral	Admiral road, Talon 3 Las pinas City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF LAS PI?AS	14.2628	121
1337	Mayapyap	Cabanatuan city Nueva ecija	0998		NUEVA ECIJA	CABANATUAN CITY	15.5187	120.953
1339	Laoag 2	Sta, Angela Rurban Laoag city Ilocos City	0922		ILOCOS NORTE	LAOAG CITY (Capital)	18.1949	120.591
1340	Evangelista 2	Brgy Pio del pilar Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5482	121.011
1359	Alcala	National road,Alcala poblacion Pangasinan	0925		PANGASINAN	ALCALA	15.8466	120.522
1366	Dapitan 2	Dapitan St, Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6125	120.989
1382	Rosales	Brgy Poblacion Rosales Pangasinan	0932		PANGASINAN	ROSALES	15.8941	120.631
1245	Katipunan 3	Dela rosa Loyola Heights Balara Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6405	121.074
1335	Baesa	Quirino Highway Baling Bato Balintawak Quezon city	0943	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6667	121.007
1351	Morong Poblacion	65 Tomas Claudio st Brgy San Juan Morong Rizal	0922		BATAAN	MORONG	14.5153	121.239
1167	Samson Road	Sangandaan Caloocan City	0943	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6578	120.976
1222	BF Homes Aguirre	BF homes Para?aque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.2641	121.142
1234	Adriatico Courtyard	Adriatico st, Malate Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5699	120.986
